date,bitcoin_price,bitcoin_market_cap,bitcoin_volume,ethereum_price,ethereum_market_cap,ethereum_volume
2021-10-12,56005.1,,15457.00896085,3490.61,,176617.45185163
2021-10-13,57367.32,,14691.01338574,3608.21,,158955.26821205
2021-10-14,57359.51,,12198.02457938,3791.66,,216569.69208772
2021-10-15,61695.39,,27105.19764492,3869.73,,204682.20802319
2021-10-16,60877.42,,10161.25819825,3829.66,,130674.36831436
2021-10-17,61527.11,,9153.32273471,3847.18,,134515.91092357
2021-10-18,62042.41,,19798.1489024,3745.48,,187448.53280815
2021-10-19,64303.14,,17380.30486176,3878.17,,154012.15326702
2021-10-20,66026.54,,19194.45410878,4161.94,,235728.75520251
2021-10-21,62204.02,,23474.39133313,4053.9,,286201.83773073
2021-10-22,60687.64,,17217.70765017,3971.55,,187484.20093549
2021-10-23,61300.01,,6708.15013802,4168.56,,109253.57167984
2021-10-24,60854.48,,8573.72719199,4082.64,,126731.47064484
2021-10-25,63083.54,,10496.58058683,4220.93,,145753.84102089
2021-10-26,60337.62,,12181.48144997,4131.47,,169619.87486465
2021-10-27,58455.47,,18856.68565412,3923.94,,279555.38152718
2021-10-28,60591.65,,19354.49897509,4288.26,,257149.82955488
2021-10-29,62276.72,,15497.01101939,4421.23,,257148.94601167
2021-10-30,61892.41,,6793.59698552,4324.67,,123410.59442713
2021-10-31,61343.68,,8371.1698899,4290.16,,148206.08981334
2021-11-01,60949.54,,11724.34161877,4322.89,,165298.66872401
2021-11-02,63266.51,,13694.11539462,4595.01,,217839.79309642
2021-11-03,62935.41,,12951.87181247,4606.07,,213935.75674438
2021-11-04,61444.5,,11051.75853921,4537.15,,182872.96131449
2021-11-05,61006.15,,10598.79620286,4479.47,,142403.14739608
2021-11-06,61539.31,,6366.43859189,4523.16,,107961.55343832
2021-11-07,63309.13,,5596.02460734,4617.02,,85312.85613745
2021-11-08,67554.84,,17661.87297159,4811.9,,163884.29350308
2021-11-09,66944.66,,14996.62508818,4731.59,,154525.60456333
2021-11-10,64912.2,,19030.24517744,4632.22,,249949.62441734
2021-11-11,64807.59,,10259.51472415,4721.87,,112248.30258781
2021-11-12,64147.9,,13658.626579,4667.34,,160383.45748095
2021-11-13,64400.01,,5968.10354833,4644.44,,76568.33646209
2021-11-14,65505.02,,6081.57225975,4627.03,,96933.07064437
2021-11-15,63624.59,,10426.55522646,4565.06,,121693.76091856
2021-11-16,60107.98,,24910.15267457,4209.5,,309826.45957038
2021-11-17,60351.51,,20907.21545076,4289.4,,197969.47328462
2021-11-18,56898.0,,26749.21203012,3997.93,,291477.64786245
2021-11-19,58122.16,,18554.56064192,4299.55,,191232.56135587
2021-11-20,59760.76,,7584.65241653,4416.69,,96882.12097892
2021-11-21,58671.21,,6661.36635434,4262.99,,83775.31676078
2021-11-22,56280.81,,15889.22078935,4089.16,,174572.98932477
2021-11-23,57566.85,,14019.78167156,4341.62,,159935.23797902
2021-11-24,57162.66,,12509.25971944,4270.74,,120268.67729032
2021-11-25,58987.27,,10668.67680723,4525.87,,132338.28173546
2021-11-26,53757.67,,25946.30174683,4043.67,,324817.57682312
2021-11-27,54759.05,,7899.30349126,4098.31,,93299.56271946
2021-11-28,57317.17,,8222.42493442,4298.38,,124752.71262005
2021-11-29,57838.06,,13454.23335496,4449.42,,170935.20731881
2021-11-30,56987.97,,18038.78770838,4634.95,,312105.05293146
2021-12-01,57226.5,,16607.30872879,4586.95,,241301.695591
2021-12-02,56521.46,,12969.21952648,4514.59,,171913.60834148
2021-12-03,53638.04,,19567.63113833,4216.93,,312836.25058642
2021-12-04,49241.12,,39023.32978526,4123.13,,512946.90714235
2021-12-05,49484.22,,21727.13821193,4203.22,,250275.13989584
2021-12-06,50529.56,,23082.30465624,4354.22,,349333.84787974
2021-12-07,50625.48,,14107.33216632,4310.19,,198306.85854675
2021-12-08,50519.68,,13138.99183299,4440.51,,186740.13696568
2021-12-09,47568.43,,15749.4243393,4106.06,,222048.28315781
2021-12-10,47170.94,,15689.5742182,3900.91,,273780.7217072
2021-12-11,49407.75,,11045.22374119,4091.18,,166327.13830459
2021-12-12,50089.64,,10411.08180306,4132.92,,108368.85746466
2021-12-13,46727.89,,20797.28834629,3783.81,,305712.33000025
2021-12-14,48367.43,,17107.0342879,3860.74,,197099.24204846
2021-12-15,48884.78,,21621.70983741,4021.53,,319094.24570016
2021-12-16,47634.22,,12731.23681745,3957.28,,174285.93324831
2021-12-17,46166.5,,18556.07900007,3876.02,,209823.26509135
2021-12-18,46859.46,,8170.85303229,3961.92,,113485.77521903
2021-12-19,46687.19,,9518.7071282,3925.79,,102078.81232557
2021-12-20,46926.07,,16039.38510407,3946.16,,172027.91571974
2021-12-21,48914.7,,15461.4105731,4017.11,,137991.50149241
2021-12-22,48608.62,,10753.4990677,3981.12,,110316.26044274
2021-12-23,50842.2,,16627.04627954,4113.08,,180980.07790929
2021-12-24,50851.38,,11690.45418179,4049.65,,109472.89747679
2021-12-25,50428.31,,5550.57153185,4097.43,,68854.05530395
2021-12-26,50801.79,,6863.39473781,4065.91,,66848.08372392
2021-12-27,50717.77,,11596.91468191,4038.64,,108344.57109844
2021-12-28,47543.09,,23116.75583707,3793.67,,203399.82203323
2021-12-29,46471.24,,20326.32142372,3630.59,,167709.4231065
2021-12-30,47122.08,,27413.65364976,3710.02,,155011.95096414
2021-12-31,46211.24,,19010.24134509,3675.8,,171634.96154996
2022-01-01,47733.43,,9463.6617111,3765.72,,98353.62552826
2022-01-02,47299.07,,6833.49845548,3828.87,,78466.35113548
2022-01-03,46459.56,,10841.81020453,3766.04,,106574.13357834
2022-01-04,45814.61,,16320.32712866,3785.0,,148752.52638971
2022-01-05,43436.04,,25067.67476765,3539.0,,240345.13859808
2022-01-06,43083.76,,20780.04784989,3406.03,,282771.63777278
2022-01-07,41565.18,,26122.19990673,3198.82,,376752.15627171
2022-01-08,41684.84,,15454.11315131,3080.48,,231676.12058726
2022-01-09,41876.52,,11074.22498167,3151.66,,131897.75381912
2022-01-10,41824.07,,25232.35739583,3083.51,,260769.14044553
2022-01-11,42753.44,,19697.46613255,3240.83,,158466.70742447
2022-01-12,43920.37,,16250.21469714,3373.64,,165432.46044549
2022-01-13,42581.65,,14772.09478571,3241.88,,130378.3015897
2022-01-14,43090.72,,13545.75086459,3310.45,,110175.14720879
2022-01-15,43098.2,,6318.38550193,3328.12,,58794.17252061
2022-01-16,43104.34,,6481.6580227,3349.46,,58643.37423357
2022-01-17,42218.01,,10963.85191034,3210.98,,128212.72032287
2022-01-18,42369.74,,13658.50365699,3160.81,,151969.48482665
2022-01-19,41674.27,,15642.41727542,3085.27,,159240.24960598
2022-01-20,40670.97,,17860.82318928,3000.94,,185761.37491937
2022-01-21,36456.94,,50742.89616126,2569.01,,603711.8291189
2022-01-22,35066.43,,30044.12486365,2411.9,,457765.04354891
2022-01-23,36282.47,,17440.22740453,2541.19,,248046.68461556
2022-01-24,36693.32,,38776.29020908,2441.74,,583901.18061678
2022-01-25,36980.0,,21597.52201359,2460.68,,268705.41724115
2022-01-26,36840.63,,27403.99125336,2465.0,,409131.34465566
2022-01-27,37188.37,,23601.4620954,2425.82,,272971.5127865
2022-01-28,37741.9,,22716.16494796,2546.84,,231189.51401633
2022-01-29,38191.1,,13103.19076443,2603.74,,138968.35714717
2022-01-30,37901.35,,10632.53591257,2602.89,,103353.36641229
2022-01-31,38491.93,,19654.98487168,2689.72,,193802.14585439
2022-02-01,38716.88,,16379.93141492,2789.66,,212782.90255881
2022-02-02,36923.39,,13787.58718711,2682.66,,256394.56721487
2022-02-03,37329.91,,13283.28624677,2697.59,,197429.85205996
2022-02-04,41614.64,,22537.5582634,2998.19,,275254.72885163
2022-02-05,41404.85,,11187.20118795,3014.5,,159547.93620619
2022-02-06,42415.16,,6447.88488893,3058.22,,80118.01843273
2022-02-07,43868.07,,20040.49860442,3141.89,,232464.2844524
2022-02-08,44085.59,,20387.64565183,3119.57,,215565.05621758
2022-02-09,44416.35,,12785.8117079,3246.22,,159305.14378693
2022-02-10,43527.71,,20024.52326862,3074.85,,221267.33665333
2022-02-11,42386.47,,19367.4151999,2929.08,,268537.66433701
2022-02-12,42244.97,,8664.419567,2919.99,,113168.17322545
2022-02-13,42074.99,,6208.94093653,2872.84,,82968.08334438
2022-02-14,42548.71,,14805.98338836,2931.01,,176105.13710553
2022-02-15,44583.52,,14154.73452625,3186.24,,180355.80323661
2022-02-16,43895.56,,9663.44040395,3124.45,,148463.93058713
2022-02-17,40536.73,,18630.10842181,2893.56,,210090.91381776
2022-02-18,39983.56,,16491.0130588,2780.08,,197402.29756962
2022-02-19,40101.94,,6277.30201343,2764.44,,111215.14420451
2022-02-20,38389.03,,10972.32175685,2622.47,,165033.10298905
2022-02-21,37023.0,,20970.76378699,2569.0,,235808.75914421
2022-02-22,38251.48,,22767.08772002,2637.98,,241082.81650581
2022-02-23,37268.19,,15510.11329997,2580.97,,189232.9352146
2022-02-24,38347.3,,42124.51876077,2597.42,,495732.46045534
2022-02-25,39238.48,,20761.66924479,2769.52,,232940.26531533
2022-02-26,39137.8,,8601.67109728,2780.71,,118737.45939774
2022-02-27,37717.08,,14440.23638182,2618.01,,193491.83696032
2022-02-28,43192.66,,25699.68423401,2923.08,,273216.3610563
2022-03-01,44439.95,,22596.96095342,2977.72,,249644.25411598
2022-03-02,43912.34,,17466.98591437,2948.56,,231625.47605833
2022-03-03,42464.41,,19278.28224695,2833.66,,191801.94423344
2022-03-04,39166.51,,24080.60599433,2623.07,,264628.67091773
2022-03-05,39402.43,,8440.51638896,2665.77,,74795.81490054
2022-03-06,38408.38,,10099.98545246,2550.77,,81556.05091403
2022-03-07,37994.0,,19544.28414901,2491.58,,209566.73792961
2022-03-08,38749.38,,19132.76914326,2576.72,,192900.83723166
2022-03-09,41953.97,,24651.67344036,2727.6,,178230.29132363
2022-03-10,39433.71,,20814.01456026,2608.22,,181463.07885867
2022-03-11,38732.04,,15908.57521389,2556.42,,155353.98026641
2022-03-12,38813.02,,5644.14686801,2569.3,,56451.09317314
2022-03-13,37793.01,,8046.37612453,2516.41,,71303.49491982
2022-03-14,39674.17,,13566.81093809,2590.23,,133881.30167965
2022-03-15,39298.1,,14924.67641882,2619.15,,161601.50858275
2022-03-16,41127.97,,22805.48259593,2774.89,,211196.06612638
2022-03-17,40950.33,,15717.77421989,2814.67,,228315.81827779
2022-03-18,41774.98,,17181.15226772,2939.17,,226096.28101747
2022-03-19,42232.26,,8630.97283924,2952.16,,101087.67252083
2022-03-20,41287.24,,7621.03036678,2862.44,,103674.36633811
2022-03-21,41017.71,,10996.47661055,2891.08,,148907.41126764
2022-03-22,42378.26,,19913.28660924,2970.51,,192172.55035781
2022-03-23,42899.71,,13745.27563632,3038.93,,212170.39198444
2022-03-24,44012.29,,21827.93263859,3112.52,,248655.86785905
2022-03-25,44331.85,,19128.13735444,3104.15,,220943.39724511
2022-03-26,44539.42,,7305.17827992,3146.22,,69714.86952634
2022-03-27,46850.01,,10356.10317002,3296.29,,122475.83176341
2022-03-28,47144.92,,18787.66318707,3334.47,,237110.16743972
2022-03-29,47454.19,,15776.65108647,3401.71,,174573.96933975
2022-03-30,47078.03,,12672.44584707,3386.68,,135283.45551922
2022-03-31,45528.45,,17454.79144251,3283.08,,168597.71177893
2022-04-01,46296.34,,18111.13598043,3456.48,,213450.79609118
2022-04-02,45826.27,,8380.14274375,3445.38,,117055.44343232
2022-04-03,46422.16,,8773.77185888,3522.78,,100873.78414588
2022-04-04,46596.83,,13802.44111729,3520.66,,155953.23125025
2022-04-05,45506.5,,14390.57308541,3407.0,,166478.13322904
2022-04-06,43166.7,,24250.37283725,3168.52,,311364.33037265
2022-04-07,43452.18,,13245.36612438,3227.56,,157725.46332848
2022-04-08,42262.02,,11929.52123708,3192.54,,137312.60396565
2022-04-09,42766.93,,4805.71689778,3258.99,,48962.32688662
2022-04-10,42165.96,,5770.49368126,3203.05,,58700.63987676
2022-04-11,39535.87,,17229.3729009,2979.55,,238180.41734881
2022-04-12,40086.23,,13866.41847396,3027.82,,201291.80136702
2022-04-13,41146.68,,11457.63380548,3119.0,,135126.03200322
2022-04-14,39954.08,,11020.37202049,3021.78,,131077.99214911
2022-04-15,40554.58,,6448.01134712,3040.19,,75091.03161864
2022-04-16,40387.6,,4084.16565112,3060.35,,46446.22013313
2022-04-17,39683.54,,4833.31493601,2988.4,,67328.66942615
2022-04-18,40803.58,,13090.79423386,3056.19,,165766.83949602
2022-04-19,41503.85,,10218.113707,3102.26,,117657.24244335
2022-04-20,41377.61,,14609.28392672,3077.06,,117310.39372033
2022-04-21,40480.81,,17204.35326683,2983.94,,173634.26729666
2022-04-22,39712.25,,16871.32104798,2963.05,,147896.5340014
2022-04-23,39465.87,,6957.16710365,2933.44,,50757.61746238
2022-04-24,39464.56,,6436.45656858,2921.96,,47964.59818886
2022-04-25,40439.22,,20515.87532995,3007.22,,231201.08128973
2022-04-26,38113.82,,21648.1142493,2809.26,,191167.43185373
2022-04-27,39251.11,,20832.19649199,2889.78,,172782.71761809
2022-04-28,39743.22,,16718.83057299,2935.91,,167061.01272126
2022-04-29,38593.1,,14282.25993546,2816.94,,204389.17477782
2022-04-30,37644.1,,6931.07200088,2726.59,,98131.72028071
2022-05-01,38473.05,,7980.89975954,2824.86,,98806.09499191
2022-05-02,38510.89,,17946.98346298,2856.21,,205159.66957242
2022-05-03,37719.59,,17946.99450089,2780.34,,156812.90555596
2022-05-04,39669.56,,21513.95419034,2939.98,,173451.30953603
2022-05-05,36537.22,,28832.99792317,2747.43,,194599.9120659
2022-05-06,35999.1,,28626.6487821,2691.72,,184926.26187383
2022-05-07,35458.0,,11372.45319184,2634.8,,75304.26885485
2022-05-08,34027.91,,22357.51152059,2519.1,,136224.22284735
2022-05-09,30078.27,,55136.45332765,2228.5,,470978.69055761
2022-05-10,31002.39,,55818.01900282,2340.51,,464832.53812722
2022-05-11,28972.34,,61128.25296303,2075.93,,562341.54813863
2022-05-12,28941.95,,70702.60931849,1954.39,,803672.07576455
2022-05-13,29232.18,,34643.05118869,2005.48,,336488.21225639
2022-05-14,30041.88,,15245.46818403,2053.33,,118520.23264436
2022-05-15,31290.05,,16440.89298551,2142.69,,100927.05806766
2022-05-16,29839.89,,22646.18507353,2020.58,,188600.42878138
2022-05-17,30412.12,,19833.30676705,2088.96,,153232.48671811
2022-05-18,28672.94,,28348.42643576,1911.98,,180708.34004634
2022-05-19,30274.59,,29009.9710577,2017.57,,206357.25885445
2022-05-20,29155.75,,34328.18791921,1956.58,,197708.34053418
2022-05-21,29408.26,,9998.48360206,1972.64,,54572.49166422
2022-05-22,30260.87,,11774.13662231,2040.92,,81822.31011257
2022-05-23,29082.52,,25413.0825529,1971.06,,202518.25742473
2022-05-24,29626.44,,17077.03870179,1978.15,,163986.41926361
2022-05-25,29503.49,,17180.56600794,1940.83,,164438.55615099
2022-05-26,29166.06,,26598.58606063,1790.65,,289942.90063136
2022-05-27,28598.31,,21035.53736928,1724.83,,341796.6398698
2022-05-28,29008.99,,7717.34367577,1790.23,,107501.25754592
2022-05-29,29447.07,,6727.92770357,1811.1,,84009.43387178
2022-05-30,31711.42,,24915.37275974,1998.3,,218864.05954827
2022-05-31,31784.05,,21187.77667355,1940.59,,242245.22269345
2022-06-01,29788.79,,26857.46263482,1816.05,,266690.7084996
2022-06-02,30433.75,,18519.12608247,1832.45,,174506.82421008
2022-06-03,29670.85,,15016.78184772,1773.25,,190669.34154148
2022-06-04,29843.18,,6390.75942952,1803.35,,64987.78039249
2022-06-05,29901.54,,5482.4963235,1804.7,,59938.51406164
2022-06-06,31343.61,,20384.91220986,1858.21,,184600.86286202
2022-06-07,31106.9,,23234.0811685,1811.89,,212923.71432914
2022-06-08,30177.0,,16775.53319148,1790.72,,170731.58092776
2022-06-09,30079.62,,13334.23491125,1787.55,,124180.46274382
2022-06-10,29063.11,,23208.77056569,1660.78,,236039.72064137
2022-06-11,28388.63,,13276.76193059,1531.09,,295048.58494874
2022-06-12,26555.2,,18661.94193886,1433.19,,308514.54263385
2022-06-13,22460.97,,81724.84469418,1207.82,,954717.177807
2022-06-14,22120.25,,47382.80135514,1207.58,,681419.51063789
2022-06-15,22562.33,,62040.45345538,1236.45,,827548.41393819
2022-06-16,20372.0,,37587.2170128,1066.87,,411463.97783225
2022-06-17,20447.86,,25560.04919013,1085.76,,323648.95266925
2022-06-18,18948.89,,52894.97568032,993.64,,581590.08416866
2022-06-19,20552.44,,29383.34368967,1126.9,,435976.06851744
2022-06-20,20549.75,,24904.11647858,1126.84,,314649.45956811
2022-06-21,20696.96,,23770.75139634,1124.85,,303835.07141015
2022-06-22,19968.46,,26569.63207564,1048.96,,270475.56973113
2022-06-23,21104.45,,21460.76883515,1144.0,,250147.3059031
2022-06-24,21223.72,,21361.7652594,1224.47,,252255.18809433
2022-06-25,21478.04,,12877.9734191,1241.33,,152145.87815948
2022-06-26,21027.92,,11145.88852674,1197.13,,151784.21006562
2022-06-27,20725.17,,17440.94268269,1191.27,,196439.99342204
2022-06-28,20252.89,,17658.6604167,1142.65,,217739.97338483
2022-06-29,20094.79,,18278.45185883,1099.15,,287668.03810615
2022-06-30,19985.62,,28361.45876221,1070.08,,338995.29713713
2022-07-01,19252.76,,32977.00052272,1057.57,,324097.48129585
2022-07-02,19224.03,,10707.74160684,1065.61,,114219.74455559
2022-07-03,19291.33,,11826.36538269,1072.88,,110714.6004927
2022-07-04,20211.35,,14462.57230204,1149.98,,205563.79288557
2022-07-05,20153.51,,21938.40185419,1131.26,,267186.05683546
2022-07-06,20542.67,,18489.12900774,1185.61,,284112.14163333
2022-07-07,21614.6,,25211.332802,1237.13,,347073.16202279
2022-07-08,21582.2,,25311.00378887,1213.19,,321436.46883666
2022-07-09,21583.99,,9424.31410235,1216.78,,94148.28233858
2022-07-10,20850.65,,9610.90399408,1167.68,,110105.33274633
2022-07-11,19942.43,,16061.45339697,1095.56,,229708.48705223
2022-07-12,19303.65,,21631.52226271,1037.34,,334310.07377997
2022-07-13,20220.23,,28211.91563971,1114.26,,448221.83579622
2022-07-14,20577.02,,24371.50910244,1192.7,,340272.00761286
2022-07-15,20827.55,,17731.34162095,1231.1,,439762.06228135
2022-07-16,21189.68,,12479.60342503,1355.7,,281556.54770912
2022-07-17,20791.74,,11450.67396279,1338.2,,287292.9117132
2022-07-18,22427.56,,31445.5132866,1581.34,,586368.76273009
2022-07-19,23395.06,,34808.90125305,1542.63,,531595.12469671
2022-07-20,23226.99,,34094.81155381,1522.12,,399979.02882551
2022-07-21,23153.96,,24113.43095206,1575.68,,333578.08401554
2022-07-22,22687.68,,20884.25890814,1535.84,,301049.38716503
2022-07-23,22450.69,,12592.30066753,1549.15,,179754.71211316
2022-07-24,22583.43,,9132.96152481,1597.72,,181245.88687987
2022-07-25,21313.41,,22277.31378773,1440.75,,309771.90005337
2022-07-26,21261.57,,19333.35688939,1449.63,,283778.37687636
2022-07-27,22962.59,,24206.7301153,1636.4,,388150.08353335
2022-07-28,23851.7,,25681.25351287,1725.19,,446776.87871545
2022-07-29,23784.5,,18431.00204878,1722.25,,311510.53584064
2022-07-30,23650.13,,13265.47821461,1698.01,,180720.73885884
2022-07-31,23307.44,,7969.64723008,1679.31,,130340.37729581
2022-08-01,23273.86,,12543.48560075,1630.82,,180669.82560511
2022-08-02,22989.4,,15013.77828925,1631.28,,246683.06058859
2022-08-03,22825.0,,23966.78092491,1618.82,,328786.47691824
2022-08-04,22623.94,,21755.96366822,1608.16,,323547.74502974
2022-08-05,23320.81,,26745.91293062,1736.79,,415383.76775755
2022-08-06,22960.93,,9285.19244923,1690.81,,206524.40782357
2022-08-07,23177.39,,8297.19227173,1700.42,,177400.97769802
2022-08-08,23815.65,,24093.33217697,1777.36,,345585.00729302
2022-08-09,23158.27,,22349.07822206,1703.35,,353991.64333061
2022-08-10,23962.18,,25974.49772434,1854.12,,491866.38496074
2022-08-11,23944.86,,29681.35922757,1881.04,,451248.19043761
2022-08-12,24415.18,,17244.15100332,1959.91,,301803.38654781
2022-08-13,24456.49,,13678.30446343,1984.75,,282479.09097599
2022-08-14,24316.71,,23306.17100393,1935.85,,263413.87030944
2022-08-15,24097.82,,27821.25610894,1899.39,,473905.07822533
2022-08-16,23857.93,,19601.90580439,1876.57,,362478.81254801
2022-08-17,23341.17,,22747.43895287,1834.61,,450374.826949
2022-08-18,23189.46,,13825.6308966,1845.9,,270253.66533006
2022-08-19,20834.94,,45962.7257428,1608.72,,731158.98936189
2022-08-20,21139.23,,21809.4048831,1575.76,,450361.01659576
2022-08-21,21518.62,,16024.82128336,1617.84,,397164.81880075
2022-08-22,21398.25,,26215.93682469,1624.78,,518834.55819815
2022-08-23,21528.34,,22744.05096265,1665.93,,445250.58071281
2022-08-24,21367.12,,22538.91385671,1656.74,,508562.94204632
2022-08-25,21561.86,,17065.2835044,1695.27,,300950.83219719
2022-08-26,20240.72,,37169.02639568,1508.02,,570455.80622658
2022-08-27,20036.69,,22160.97938125,1491.22,,368067.50483068
2022-08-28,19554.03,,17117.31912737,1426.63,,292543.93479078
2022-08-29,20286.97,,33436.35652183,1551.65,,488169.79068986
2022-08-30,19813.17,,46462.27938622,1524.81,,544379.70835677
2022-08-31,20048.26,,36587.60323535,1554.0,,511240.91582582
2022-09-01,20133.65,,23858.64862602,1586.23,,327753.13141002
2022-09-02,19953.74,,19929.54590305,1575.69,,321184.07570982
2022-09-03,19835.47,,9538.49811675,1557.7,,129300.81242992
2022-09-04,20004.73,,10670.60766559,1579.04,,100143.24859449
2022-09-05,19794.58,,13935.11385555,1618.01,,183163.38342493
2022-09-06,18790.91,,34029.11126955,1559.28,,440790.49644997
2022-09-07,19293.52,,25583.39915964,1629.92,,335894.82441078
2022-09-08,19321.87,,20327.61614165,1635.73,,321019.10969844
2022-09-09,21364.5,,39579.81208118,1719.21,,343757.70988125
2022-09-10,21651.52,,17750.76003376,1774.69,,175467.88521982
2022-09-11,21831.72,,14386.63340528,1766.95,,153045.89168193
2022-09-12,22402.71,,28404.49469955,1716.71,,257983.67681215
2022-09-13,20174.78,,37351.56014939,1574.71,,456961.84966513
2022-09-14,20227.77,,25139.52734416,1639.14,,311641.00945194
2022-09-15,19703.67,,21124.30384367,1472.68,,415068.57662522
2022-09-16,19801.04,,24863.81492556,1433.73,,391498.26827311
2022-09-17,20113.37,,11557.14724341,1468.97,,193158.36959142
2022-09-18,19417.64,,16437.90668757,1334.72,,310480.68847119
2022-09-19,19540.38,,30961.4463315,1376.17,,381868.12870185
2022-09-20,18876.91,,27437.23361358,1322.8,,419548.01749631
2022-09-21,18462.64,,44344.46282424,1245.65,,569985.27204919
2022-09-22,19401.25,,41006.95212665,1326.43,,563572.08233165
2022-09-23,19286.01,,30781.38249694,1326.82,,519153.45184389
2022-09-24,18923.2,,17644.76169841,1317.25,,206779.39938562
2022-09-25,18808.61,,14499.16320537,1294.63,,185703.74947364
2022-09-26,19228.0,,33108.05445715,1336.61,,416561.97805353
2022-09-27,19077.57,,51860.03004114,1327.92,,457125.64604668
2022-09-28,19412.07,,43710.30467197,1336.93,,488408.68270425
2022-09-29,19595.57,,34783.53737085,1336.02,,409208.96175042
2022-09-30,19426.11,,34243.66392923,1328.95,,423994.58067369
2022-10-01,19315.27,,7337.45595566,1311.76,,98845.97328111
2022-10-02,19059.17,,12951.42404465,1277.02,,150803.12600735
2022-10-03,19633.46,,28571.64018677,1323.31,,341841.34001978
2022-10-04,20345.19,,32685.41637125,1362.06,,265741.94725719
2022-10-05,20161.62,,33542.20736149,1352.48,,297201.24863549
2022-10-06,19965.64,,44044.43606305,1352.24,,437205.23026817
2022-10-07,19533.05,,34938.97272677,1331.14,,268128.07428348
2022-10-08,19419.39,,9745.2545363,1315.71,,85052.24063383
2022-10-09,19443.47,,12537.63788265,1323.41,,98670.85008504
2022-10-10,19132.83,,26596.56843638,1290.06,,248135.48630736
2022-10-11,19058.11,,36248.01909763,1279.94,,361513.38640616
2022-10-12,19155.92,,24862.65344825,1294.33,,257271.51091194
2022-10-13,19378.65,,49160.49651762,1286.96,,533160.99117969
2022-10-14,19178.0,,46208.33260444,1296.36,,483178.87927368
2022-10-15,19070.24,,9062.82835275,1275.09,,146252.46427666
2022-10-16,19264.44,,8310.92834083,1306.04,,160206.63331032
2022-10-17,19550.4,,24137.12482696,1331.49,,274413.38632897
2022-10-18,19328.76,,27645.59742478,1310.78,,375586.2181984
2022-10-19,19124.18,,22284.13292808,1284.76,,249903.49640293
2022-10-20,19042.48,,28405.7559743,1282.6,,310500.82723664
2022-10-21,19166.45,,24206.36088454,1299.83,,307346.53371619
2022-10-22,19209.1,,7044.99034028,1313.88,,98142.700874
2022-10-23,19572.44,,12086.31175412,1364.06,,182202.51780535
2022-10-24,19330.41,,29432.58356293,1343.71,,330219.49579837
2022-10-25,20086.28,,42452.33701168,1460.34,,738604.66673918
2022-10-26,20775.4,,43618.9919315,1566.37,,867339.4350063
2022-10-27,20296.97,,34123.58255469,1514.09,,768442.493559
2022-10-28,20597.91,,29581.75150226,1554.83,,517416.22097988
2022-10-29,20823.53,,19822.75126022,1620.09,,371454.96971093
2022-10-30,20630.68,,13737.38848362,1590.89,,262404.11149452
2022-10-31,20489.94,,22222.73611567,1572.67,,442623.55124963
2022-11-01,20479.63,,21147.00854592,1578.24,,338781.998348
2022-11-02,20151.4,,43913.21904186,1518.04,,597803.71672197
2022-11-03,20206.88,,26837.37211156,1530.81,,417983.19723455
2022-11-04,21144.2,,42027.16281295,1644.61,,595048.87785607
2022-11-05,21300.45,,14076.70487828,1627.0,,191562.15441931
2022-11-06,20909.17,,10958.4932636,1568.34,,206626.51589598
2022-11-07,20593.49,,25279.82916936,1568.34,,420305.13392561
2022-11-08,18550.25,,84056.63082724,1334.25,,1191644.98913668
2022-11-09,15891.96,,119633.96194081,1099.9,,1483345.10339453
2022-11-10,17553.89,,91496.98548059,1295.36,,898160.51223308
2022-11-11,17013.62,,64776.6547934,1285.29,,807406.05368993
2022-11-12,16783.33,,23830.0578576,1255.14,,252702.81256691
2022-11-13,16301.39,,23266.69734743,1219.43,,245429.7415013
2022-11-14,16590.73,,55601.93469977,1241.56,,524054.26384295
2022-11-15,16877.93,,48155.32053543,1251.74,,417549.56093034
2022-11-16,16645.24,,37249.70414522,1215.21,,430253.13724259
2022-11-17,16680.47,,22484.77507436,1199.44,,347569.96062493
2022-11-18,16680.59,,26970.34405749,1210.93,,276244.25355508
2022-11-19,16683.02,,9396.04770097,1216.12,,154207.57456321
2022-11-20,16252.53,,16685.1909604,1140.07,,309725.68130629
2022-11-21,15760.14,,43799.91803333,1105.91,,645537.15248314
2022-11-22,16199.71,,44555.90690195,1138.17,,571006.86329332
2022-11-23,16587.0,,37143.06609396,1183.53,,488293.70716425
2022-11-24,16587.61,,21819.50497344,1202.81,,347857.6927724
2022-11-25,16510.9,,20800.91157317,1198.66,,255469.51018685
2022-11-26,16450.93,,12308.57070713,1204.8,,194599.63009605
2022-11-27,16419.88,,10825.69525321,1193.3,,160395.219962
2022-11-28,16206.3,,30336.24756667,1167.24,,336303.06814697
2022-11-29,16438.0,,21901.9847881,1215.91,,334230.25859657
2022-11-30,17167.33,,42517.61172285,1294.77,,513868.94915466
2022-12-01,16980.08,,31798.99151828,1276.48,,341051.44664941
2022-12-02,17094.71,,23096.43686725,1295.63,,312335.42943569
2022-12-03,16888.53,,14081.4506716,1240.91,,233057.32789248
2022-12-04,17108.9,,16961.10828839,1279.68,,195680.27732029
2022-12-05,16966.05,,33618.45109026,1259.23,,334071.84681319
2022-12-06,17089.05,,26693.6101171,1271.19,,310591.43275838
2022-12-07,16840.0,,22635.46848793,1231.56,,294892.06525655
